0	0
0.00013	11.1931
0.00039	18.8574
0.000728	24.5846
0.001079	29.0647
0.00148	32.7818
0.0019	35.6008
0.002361	37.906
0.002865	39.8555
0.003344	41.4716
0.00385	42.8393
0.004397	44.0763
0.004924	45.1797
0.005498	46.3116
0.006032	47.3925
0.00655	48.415
0.007068	49.4386
0.007578	50.3285
0.008093	51.2363
0.008602	52.1699
0.009108	53.0034
0.009643	53.8729
0.010155	54.7167
0.01071	55.5553
0.011281	56.4211
0.011819	57.2352
0.012331	58.0572
0.012823	58.7775
0.013327	59.516
0.013813	60.2289
0.014311	60.9347
0.014822	61.6251
0.015359	62.2838
0.015881	63.0185
0.016434	63.7135
0.016987	64.4431
0.017521	65.1553
0.018026	65.8747
0.018527	66.4929
0.019053	67.1301
0.019547	67.7744
0.02002	68.3583
0.020547	68.9295
0.021101	69.6136
0.021638	70.2802
0.022192	70.9572
0.02272	71.5222
0.023269	72.1831
0.023769	72.8667
0.02427	73.4914
0.024815	74.1027
0.025318	74.6859
0.025837	75.3392
0.026357	75.959
0.02688	76.5025
0.027412	77.1158
0.027987	77.7415
0.028531	78.374
0.029064	78.9635
0.029565	79.6026
0.030098	80.2017
0.030601	80.7991
0.031075	81.3518
0.031585	81.8993
0.032121	82.4149
0.032673	82.9925
0.033225	83.5707
0.033813	84.1868
0.034353	84.7566
0.034862	85.3588
0.035364	85.9697
0.035893	86.5316
0.036403	87.0752
0.036884	87.6167
0.037384	88.1257
0.037914	88.6378
0.038467	89.187
0.039025	89.7718
0.039615	90.3166
0.040161	90.8928
0.040691	91.4333
0.041207	91.9993
0.041735	92.5842
0.042251	93.1512
0.042727	93.6542
0.043251	94.1794
0.043777	94.6357
0.044349	95.1576
0.04492	95.7234
0.04546	96.313
0.046016	96.7913
0.046542	97.4331
0.047043	97.9073
0.047579	98.4375
0.048068	98.9289
0.048573	99.4572
0.049074	99.9418
0.049589	100.3844
0.050156	100.8763
0.050722	101.421
0.051288	101.9574
0.051806	102.4897
0.05231	103.0563
0.052824	103.5452
0.053325	104.0246
0.053831	104.5313
0.054308	105.0179
0.054826	105.5354
0.055352	106.0013
0.055874	106.3969
0.056453	106.9307
0.057032	107.4473
0.057557	107.9414
0.058111	108.5005
0.058628	109.0563
0.05914	109.5769
0.059624	110.0243
0.06012	110.491
0.060629	110.9417
0.061172	111.4407
0.061698	111.8942
0.062274	112.3355
0.062853	112.875
0.063336	113.3605
0.063861	113.8509
0.064375	114.3404
0.064894	114.8222
0.065378	115.2828
0.065857	115.7254
0.066383	116.1736
0.066897	116.6563
0.067426	117.0433
0.067998	117.5866
0.068575	118.0152
0.069094	118.5002
0.069595	119.0014
0.070115	119.4784
0.070617	119.9448
0.07109	120.3816
0.071604	120.8413
0.072096	121.2541
0.072649	121.6652
0.073217	122.1678
0.073755	122.6318
0.074348	123.1203
0.074887	123.5851
0.075407	124.0661
0.075945	124.5406
0.076454	124.9942
0.076939	125.4364
0.077442	125.8811
0.077951	126.3
0.07848	126.7124
0.079037	127.1645
0.079582	127.6336
0.080139	128.0955
0.08065	128.4982
0.081147	128.9357
0.081656	129.3661
0.082183	129.8439
0.082663	130.2443
0.083154	130.6645
0.083682	131.1074
0.084204	131.532
0.084726	131.9479
0.085278	132.3768
0.085832	132.743
0.086383	133.2178
0.086892	133.6787
0.087402	134.1038
0.087912	134.5113
0.088428	134.9379
0.088908	135.3422
0.08943	135.7702
0.089959	136.1813
0.090512	136.5866
