0.091047	136.9991
0.091589	137.3673
0.092141	137.81
0.092674	138.2688
0.093184	138.6977
0.093719	139.1028
0.094212	139.4847
0.094709	139.9403
0.09522	140.3341
0.095766	140.7512
0.096304	141.076
0.096874	141.5424
0.097464	141.9295
0.097997	142.401
0.098512	142.8432
0.099023	143.2394
0.09954	143.6366
0.100063	144.0624
0.100555	144.4571
0.101085	144.8569
0.101626	145.2586
0.10215	145.6307
0.10269	146.0605
0.103244	146.4465
0.103774	146.8387
0.104303	147.2495
0.10482	147.6499
0.105337	148.0415
0.105854	148.4516
0.106353	148.8413
0.106859	149.2138
0.107424	149.6406
0.107942	150.0061
0.108495	150.4136
0.109055	150.7946
0.109562	151.1593
0.110096	151.5836
0.11062	151.979
0.111149	152.3756
0.111666	152.7707
0.112154	153.1344
0.112677	153.5402
0.113202	153.9002
0.113762	154.2839
0.114293	154.6268
0.114876	155.07
0.11543	155.4538
0.115953	155.8708
0.116489	156.2712
0.117007	156.6416
0.117519	157.0207
0.11803	157.4093
0.118548	157.7806
0.119091	158.1462
0.119627	158.5299
0.120169	158.924
0.120712	159.2998
0.121272	159.6692
0.121773	160.0302
0.122302	160.4238
0.122832	160.8083
0.123345	161.1812
0.123833	161.5323
0.124369	161.9278
0.124887	162.2838
0.125425	162.6332
0.12596	163.0297
0.126504	163.3619
0.127077	163.7455
0.127571	164.1086
0.128083	164.5027
0.128613	164.8903
0.129137	165.2587
0.129638	165.605
0.130156	165.9823
0.13067	166.3027
0.131207	166.6551
0.131767	167.0583
0.132304	167.43
0.132854	167.7756
0.133384	168.147
0.133891	168.515
0.134415	168.8861
0.134928	169.2461
0.135429	169.5858
0.135935	169.9643
0.136467	170.2995
0.136998	170.6539
0.137547	171.0113
0.138078	171.3756
0.138616	171.7128
0.139165	172.0615
0.13966	172.4116
0.140184	172.795
0.140715	173.1606
0.141223	173.5039
0.141706	173.8437
0.142237	174.1817
0.142769	174.5293
0.143318	174.8895
0.143861	175.2586
0.144394	175.569
0.144937	175.9291
0.145444	176.2743
0.145939	176.6369
0.146481	177.0072
0.147001	177.355
0.14749	177.6888
0.148022	178.0295
0.148554	178.3704
0.149098	178.7038
0.149642	179.0471
0.150179	179.3896
0.150723	179.7429
0.151249	180.0745
0.151761	180.4426
0.152275	180.7919
0.1528	181.1338
0.15329	181.4606
0.153804	181.7818
0.154354	182.1282
0.154886	182.4624
0.155446	182.6856
0.156015	183.1899
