3.400631199999999965e-01 2.954062300000000008e+01 -3.172872400000000259e-01 -1.125933600000000034e-01 4.265372299999999756e-02 -3.391595899999999997e+00 7.122360599999999486e-02 2.060622099999999957e-01 -9.747529559900000251e+00 6.411427030959999662e-01 2.487374454000000068e-01
3.930548700000000006e-01 7.386289999999999623e+01 -3.484264699999999881e-01 -1.412491100000000110e-01 2.854838800000000093e-02 -3.432777900000000049e+00 -1.366874999999999896e-01 7.016940800000000256e-02 -9.952529205900001230e+00 -1.093214165499999946e-01 1.201804628580000062e-01
3.930548700000000006e-01 7.487811299999999903e+01 -3.482010500000000119e-01 -1.414764599999999983e-01 2.669382799999999931e-02 -3.426139399999999835e+00 -1.530149100000000040e-01 6.636192900000000006e-02 -9.957399944399998759e+00 -1.466133334499999941e-01 7.645735262800000542e-02
4.287243800000000160e-01 3.025667199999999823e+01 -3.175597600000000242e-01 -1.123453700000000000e-01 4.457546400000000214e-02 -3.391655899999999946e+00 6.830550000000000510e-02 1.840172800000000053e-01 -9.741716219899998919e+00 6.346841995199999920e-01 2.114995034899999904e-01
4.622723499999999985e-01 6.716242799999999846e+00 -3.193771799999999828e-01 -7.863315699999999520e-02 4.625162599999999707e-02 -3.509574600000000100e+00 3.979130200000000062e-01 1.060169599999999934e-01 -9.866339345600000144e+00 1.350158831519999936e+00 1.529186945499999839e-01
4.622723499999999985e-01 7.971731700000000309e+00 -3.211267899999999953e-01 -8.269241099999999345e-02 3.039479700000000117e-02 -3.496894699999999911e+00 3.578406800000000221e-01 7.680295099999999431e-02 -9.868746405699999613e+00 1.261359887579999839e+00 1.140770508010000017e-01
4.964484900000000200e-01 3.742417499999999819e+01 -3.246951900000000224e-01 -1.186282399999999959e-01 3.837516199999999739e-02 -3.457093599999999878e+00 5.320364000000000343e-02 7.155969600000000597e-02 -9.926806880599999161e+00 5.528155209800000858e-01 1.009203640959999981e-01
4.971047000000000105e-01 3.816499300000000261e+01 -3.252301300000000062e-01 -1.193324600000000013e-01 3.719830100000000306e-02 -3.460566899999999890e+00 5.228766199999999864e-02 7.180193799999999571e-02 -9.933727086900001169e+00 5.480567104619999963e-01 8.422546461400000350e-02
4.977609199999999956e-01 3.890581499999999693e+01 -3.256794800000000212e-01 -1.193988799999999989e-01 4.082695699999999706e-02 -3.462719499999999950e+00 5.147223399999999865e-02 7.199676800000000265e-02 -9.939925010499999658e+00 5.445250714340000853e-01 7.952142100199999231e-02
5.173856000000000011e-01 3.097272299999999845e+01 -3.189254200000000150e-01 -1.115869699999999937e-01 4.682909200000000272e-02 -3.393450399999999867e+00 6.729619100000000520e-02 2.384942800000000029e-01 -9.734415537400000318e+00 6.299801543509999657e-01 2.137315100100000143e-01
5.413778399999999991e-01 6.162323399999999651e+01 -3.388000500000000192e-01 -1.327839299999999945e-01 5.549286900000000022e-02 -3.386517500000000069e+00 -4.176833800000000207e-02 9.478069100000000025e-02 -9.694253690500000076e+00 2.034766125820000049e-01 1.179384284509999992e-01
5.454726800000000431e-01 5.818707299999999805e+01 -3.329259199999999863e-01 -1.271875500000000103e-01 5.072609799999999725e-02 -3.371459399999999995e+00 -9.664593299999999637e-03 1.161042600000000008e-01 -9.672548118400001727e+00 3.053812860696999976e-01 1.483333071699999839e-01
5.454726800000000431e-01 5.930742599999999953e+01 -3.340426200000000123e-01 -1.288502699999999890e-01 4.550650600000000212e-02 -3.374583900000000192e+00 -2.446089499999999986e-02 1.042838600000000060e-01 -9.670836820899999964e+00 2.684570316750000130e-01 1.575969842700000179e-01
5.762708800000000409e-01 3.666198700000000343e+01 -3.226666200000000151e-01 -1.185731000000000007e-01 3.800157199999999735e-02 -3.451330899999999868e+00 5.472793599999999786e-02 9.326799199999999401e-02 -9.904058982900000530e+00 5.630254626460000633e-01 2.211907270620000199e-01
